#  DisGeNET, a discovery platform for human diseases and their genes - http://disgenet.org/
#   Copyright 2010-2016 
#  
# Use is subject to the terms at http://www.disgenet.org/ds/DisGeNET/html/legal.html
# These terms include:
# 
#   1. The DisGeNET database and Knowledge discovery platform are provided to advance 
#       the knowledge about human diseases and their associated genes, 
#       and are intended to be used only for research and education. 
#
#   2. All forms of publication (e.g., web sites, research papers, databases,
#       software applications, etc.) that use or rely on DisGeNET data must cite DisGeNET.
#       Citation guidelines: http://www.disgenet.org/ds/DisGeNET/html/citation.html
# 
# 
# More information at: http://www.disgenet.org/web/DisGeNET/menu/downloads
# 
# This file corresponds to DisGeNET v4.0 (created on Jun 27 2016)
#
# If you have any further questions, please email us at support@disgenet.org 
diseaseId	diseaseName	meshId	meshName
umls:C0007795	Diffuse Cerebral Sclerosis of Schilder	D002549	Diffuse Cerebral Sclerosis of Schilder
umls:C0007820	Cerebrovascular Disorders	D002561	Cerebrovascular Disorders
umls:C0007859	Neck Pain	D019547	Neck Pain
umls:C0007860	Uterine Cervicitis	D002575	Uterine Cervicitis
umls:C0007867	Cervix Diseases	D002577	Uterine Cervical Diseases
umls:C0007868	Cervical dysplasia	D002578	Uterine Cervical Dysplasia
umls:C0007871	Uterine Cervical Incompetence	D002581	Uterine Cervical Incompetence
umls:C0007873	Uterine Cervical Neoplasm	D002583	Uterine Cervical Neoplasms
umls:C0007894	Cestode Infections	D002590	Cestode Infections
umls:C0007930	Chagas Cardiomyopathy	D002598	Chagas Cardiomyopathy
umls:C0007947	Chancroids	D002602	Chancroid
umls:C0007959	Charcot-Marie-Tooth Disease	D002607	Charcot-Marie-Tooth Disease
umls:C0007965	Chediak-Higashi Syndrome	D002609	Chediak-Higashi Syndrome
umls:C0007971	Cheilitis	D002613	Cheilitis
umls:C0008029	Cherubism	D002636	Cherubism
umls:C0008031	Chest Pain	D002637	Chest Pain
umls:C0008055	Chikungunya Fever	D065632	Chikungunya Fever
umls:C0008058	Chilblains	D002647	Chilblains
umls:C0008060	child abuse behavior	D002649	Child Abuse
umls:C0008073	Developmental Disabilities	D002658	Developmental Disabilities
umls:C0008074	Child Development Disorders, Pervasive	D002659	Child Development Disorders, Pervasive
umls:C0008087	Child Nutrition Disorders	D015362	Child Nutrition Disorders
umls:C0008149	Chlamydia Infections	D002690	Chlamydia Infections
umls:C0008297	Choanal Atresia	D002754	Choanal Atresia
umls:C0008309	Bile duct adenoma	D002759	Adenoma, Bile Duct
umls:C0008311	Cholangitis	D002761	Cholangitis
umls:C0008312	Primary biliary cirrhosis	D008105	Liver Cirrhosis, Biliary
umls:C0008313	Cholangitis, Sclerosing	D015209	Cholangitis, Sclerosing
umls:C0008325	Cholecystitis	D002764	Cholecystitis
umls:C0008340	Choledochal Cyst	D015529	Choledochal Cyst
umls:C0008350	Cholelithiasis	D002769	Cholelithiasis
umls:C0008354	Cholera	D002771	Cholera
umls:C0008370	Cholestasis	D002779	Cholestasis
umls:C0008372	Intrahepatic Cholestasis	D002780	Cholestasis, Intrahepatic
umls:C0008373	Cholesteatoma	D002781	Cholesteatoma
umls:C0008384	Cholesterol Ester Storage Disease	D015217	Cholesterol Ester Storage Disease
umls:C0008412	Choline Deficiency	D002796	Choline Deficiency
umls:C0008441	Chondroblastoma	D002804	Chondroblastoma
umls:C0008445	Chondrodysplasia Punctata	D002806	Chondrodysplasia Punctata
umls:C0008476	Chondromatosis, Synovial	D015838	Chondromatosis, Synovial
umls:C0008479	Chondrosarcoma	D002813	Chondrosarcoma
umls:C0008487	Chordoma	D002817	Chordoma
umls:C0008489	Chorea	D002819	Chorea
umls:C0008493	Hydatidiform Mole, Invasive	D002820	Hydatidiform Mole, Invasive
umls:C0008495	Chorioamnionitis	D002821	Chorioamnionitis
umls:C0008497	Choriocarcinoma	D002822	Choriocarcinoma
umls:C0008513	Chorioretinitis	D002825	Chorioretinitis
umls:C0008521	Choroid Diseases	D015862	Choroid Diseases
umls:C0008525	Choroideremia	D015794	Choroideremia
umls:C0008526	Choroiditis	D002833	Choroiditis
umls:C0008533	Hemophilia B	D002836	Hemophilia B
umls:C0008582	Chromoblastomycosis	D002862	Chromoblastomycosis
umls:C0008625	Chromosome Aberrations	D002869	Chromosome Aberrations
umls:C0008626	Congenital chromosomal disease	D025063	Chromosome Disorders
umls:C0008628	Chromosome Deletion	D002872	Chromosome Deletion
umls:C0008677	Bronchitis, Chronic	D029481	Bronchitis, Chronic
umls:C0008728	Churg-Strauss Syndrome	D015267	Churg-Strauss Syndrome
umls:C0008732	Chylous Ascites	D002915	Chylous Ascites
umls:C0008733	Chylothorax	D002916	Chylothorax
umls:C0008767	Cicatrization	D002921	Cicatrix
umls:C0008780	Ciliary Motility Disorders	D002925	Ciliary Motility Disorders
umls:C0008924	Cleft Lip	D002971	Cleft Lip
umls:C0008925	Cleft Palate	D002972	Cleft Palate
umls:C0008928	Cleidocranial Dysplasia	D002973	Cleidocranial Dysplasia
umls:C0009021	Clonorchiasis	D003003	Clonorchiasis
umls:C0009080	Clubbed Fingers	D010005	Osteoarthropathy, Secondary Hypertrophic
umls:C0009081	Congenital clubfoot	D003025	Clubfoot
umls:C0009088	Cluster Headache	D003027	Cluster Headache
umls:C0009171	Cocaine Abuse	D019970	Cocaine-Related Disorders
umls:C0009181	Cocarcinogenesis	D003043	Cocarcinogenesis
umls:C0009186	Coccidioidomycosis	D003047	Coccidioidomycosis
umls:C0009197	Cochlear Diseases	D015834	Cochlear Diseases
umls:C0009207	Cockayne Syndrome	D003057	Cockayne Syndrome
umls:C0009225	Coenuriasis	D002590	Cestode Infections
umls:C0009241	Cognition Disorders	D003072	Cognition Disorders
umls:C0009319	Colitis	D003092	Colitis
umls:C0009324	Ulcerative Colitis	D003093	Colitis, Ulcerative
umls:C0009326	Collagen Diseases	D003095	Collagen Diseases
umls:C0009353	Colles' Fracture	D003100	Colles' Fracture
umls:C0009363	Congenital ocular coloboma (disorder)	D003103	Coloboma
umls:C0009373	Colonic Diseases	D003108	Colonic Diseases
umls:C0009374	Colonic Diseases, Functional	D003109	Colonic Diseases, Functional
umls:C0009375	Colonic Neoplasms	D003110	Colonic Neoplasms
umls:C0009376	Colonic Polyps	D003111	Colonic Polyps
umls:C0009398	Color vision defect	D003117	Color Vision Defects
umls:C0009400	Colorado Tick Fever	D003121	Colorado Tick Fever
umls:C0009402	Colorectal Carcinoma	D015179	Colorectal Neoplasms
umls:C0009404	Colorectal Neoplasms	D015179	Colorectal Neoplasms
umls:C0009405	Hereditary Nonpolyposis Colorectal Neoplasms	D003123	Colorectal Neoplasms, Hereditary Nonpolyposis
umls:C0009421	Comatose	D003128	Coma
umls:C0009442	Common Bile Duct Neoplasms	D003138	Common Bile Duct Neoplasms
umls:C0009443	Common Cold	D003139	Common Cold
umls:C0009447	Common Variable Immunodeficiency	D017074	Common Variable Immunodeficiency
umls:C0009451	Communicating Hydrocephalus	D006849	Hydrocephalus
umls:C0009460	Communication impairment	D003147	Communication Disorders
umls:C0009492	Compartment syndromes	D003161	Compartment Syndromes
umls:C0009595	Obsessive-Compulsive Personality	D003193	Compulsive Personality Disorder
umls:C0009663	Condylomata Acuminata	D003218	Condylomata Acuminata
umls:C0009676	Confusion	D003221	Confusion
umls:C0009677	Congenital macroglossia	C531735	Congenital macroglossia
umls:C0009714	Hepatic Fibrosis, Congenital	C562378	Hepatic Fibrosis, Congenital
umls:C0009759	Conjunctival Diseases	D003229	Conjunctival Diseases
umls:C0009761	Conjunctival Neoplasms	D003230	Conjunctival Neoplasms
umls:C0009763	Conjunctivitis	D003231	Conjunctivitis
umls:C0009766	Allergic Conjunctivitis	D003233	Conjunctivitis, Allergic
umls:C0009777	Conn Adenoma	D018246	Adrenocortical Adenoma
umls:C0009782	Connective Tissue Diseases	D003240	Connective Tissue Diseases
umls:C0009806	Constipation	D003248	Constipation
umls:C0009917	Contracture	D003286	Contracture
umls:C0009940	Convalescence	D003289	Convalescence
umls:C0009946	Conversion disorder	D003291	Conversion Disorder
umls:C0009952	Febrile Convulsions	D003294	Seizures, Febrile
umls:C0010034	Corneal Diseases	D003316	Corneal Diseases
umls:C0010035	Hereditary corneal dystrophy	D003317	Corneal Dystrophies, Hereditary
umls:C0010037	Corneal edema	D015715	Corneal Edema
umls:C0010038	Corneal Opacity	D003318	Corneal Opacity
umls:C0010043	Corneal Ulcer	D003320	Corneal Ulcer
umls:C0010046	Corn of toe	D002145	Callosities
umls:C0010051	Coronary Aneurysm	D003323	Coronary Aneurysm
umls:C0010054	Coronary Arteriosclerosis	D003324	Coronary Artery Disease
umls:C0010068	Coronary heart disease	D003327	Coronary Disease
umls:C0010072	Coronary Thrombosis	D003328	Coronary Thrombosis
umls:C0010073	Coronary Artery Vasospasm	D003329	Coronary Vasospasm
umls:C0010074	Coronary Vessel Anomalies	D003330	Coronary Vessel Anomalies
umls:C0010078	Coronaviridae Infections	D003333	Coronaviridae Infections
umls:C0010093	Corpus Luteum Cyst	D010048	Ovarian Cysts
umls:C0010200	Coughing	D003371	Cough
umls:C0010232	Cowpox	D015605	Cowpox
umls:C0010246	Coxsackievirus Infections	D003384	Coxsackievirus Infections
umls:C0010266	Cranial nerve diseases	D003389	Cranial Nerve Diseases
umls:C0010273	Craniofacial Dysostosis	D003394	Craniofacial Dysostosis
umls:C0010276	Craniopharyngioma	D003397	Craniopharyngioma
umls:C0010278	Craniosynostosis	D003398	Craniosynostoses
umls:C0010308	Congenital Hypothyroidism	D003409	Congenital Hypothyroidism
umls:C0010314	Cri-du-Chat Syndrome	D003410	Cri-du-Chat Syndrome
umls:C0010324	Crigler Najjar syndrome, type 1	D003414	Crigler-Najjar Syndrome
umls:C0010334	Crisscross Heart	D003420	Crisscross Heart
umls:C0010346	Crohn Disease	D003424	Crohn Disease
umls:C0010356	Cross Infection	D003428	Cross Infection
umls:C0010380	Croup	D003440	Croup
umls:C0010392	Crush syndrome	D003444	Crush Syndrome
umls:C0010403	Cryoglobulinemia	D003449	Cryoglobulinemia
umls:C0010414	Infection by Cryptococcus neoformans	D003453	Cryptococcosis
umls:C0010417	Cryptorchidism	D003456	Cryptorchidism
umls:C0010418	Cryptosporidiosis	D003457	Cryptosporidiosis
umls:C0010481	Cushing Syndrome	D003480	Cushing Syndrome
umls:C0010495	Cutis Laxa	D003483	Cutis Laxa
umls:C0010520	Cyanosis	D003490	Cyanosis
umls:C0010598	Cyclothymic Disorder	D003527	Cyclothymic Disorder
umls:C0010606	Adenoid Cystic Carcinoma	D003528	Carcinoma, Adenoid Cystic
umls:C0010631	Cystadenocarcinoma	D003536	Cystadenocarcinoma
umls:C0010633	Cystadenoma	D003537	Cystadenoma
umls:C0010635	Cystadenoma, Mucinous	D018291	Cystadenoma, Mucinous
umls:C0010668	Cystic Adenomatoid Malformation of Lung, Congenital	D015615	Cystic Adenomatoid Malformation of Lung, Congenital
umls:C0010674	Cystic Fibrosis	D003550	Cystic Fibrosis
umls:C0010678	Cysticercosis	D003551	Cysticercosis
umls:C0010691	Cystinuria	D003555	Cystinuria
umls:C0010692	Cystitis	D003556	Cystitis
umls:C0010695	Cystocele	D052858	Cystocele
umls:C0010701	Phyllodes Tumor	D003557	Phyllodes Tumor
umls:C0010709	Cyst	D003560	Cysts
umls:C0010823	Cytomegalovirus Infections	D003586	Cytomegalovirus Infections
umls:C0010964	Dandy-Walker Syndrome	D003616	Dandy-Walker Syndrome
umls:C0011052	Prelingual Deafness	D003638	Deafness
umls:C0011053	Deafness	D003638	Deafness
umls:C0011057	Hearing Loss, Sudden	D003639	Hearing Loss, Sudden
umls:C0011065	Cessation of life	D003643	Death
umls:C0011071	Sudden death	D003645	Death, Sudden
umls:C0011119	Decompression Sickness	D003665	Decompression Sickness
umls:C0011124	Decreased Libido	D007989	Libido
umls:C0011127	Pressure Ulcer	D003668	Pressure Ulcer
umls:C0011168	Deglutition Disorders	D003680	Deglutition Disorders
umls:C0011175	Dehydration	D003681	Dehydration
umls:C0011195	Dejerine-Sottas Disease (disorder)	D015417	Hereditary Sensory and Motor Neuropathy
umls:C0011206	Delirium	D003693	Delirium
umls:C0011226	Hepatitis D Infection	D003699	Hepatitis D
umls:C0011251	Delusional disorder	D012563	Schizophrenia, Paranoid
umls:C0011253	Delusions	D003702	Delusions
umls:C0011263	Multi-infarct dementia	D015161	Dementia, Multi-Infarct
umls:C0011265	Presenile dementia	D000544	Alzheimer Disease
umls:C0011269	Dementia, Vascular	D015140	Dementia, Vascular
umls:C0011303	Demyelinating Diseases	D003711	Demyelinating Diseases
umls:C0011304	Demyelination	D003711	Demyelinating Diseases
umls:C0011311	Dengue Fever	D003715	Dengue
umls:C0011317	Denial (Psychology)	D003717	Denial (Psychology)
umls:C0011330	Dental Calculus	D003728	Dental Calculus
umls:C0011334	Dental caries	D003731	Dental Caries
umls:C0011351	Dental Enamel Hypoplasia	D003744	Dental Enamel Hypoplasia
umls:C0011361	Dental Fistula	D003751	Dental Fistula
umls:C0011385	Dental Occlusion, Traumatic	D003769	Dental Occlusion, Traumatic
umls:C0011389	Dental Plaque	D003773	Dental Plaque
umls:C0011406	Dental Pulp Exposure	D003789	Dental Pulp Exposure
umls:C0011428	Dentigerous Cyst	D003803	Dentigerous Cyst
umls:C0011430	Dentin Dysplasia	D003805	Dentin Dysplasia
umls:C0011434	Dentin, Secondary	D003809	Dentin, Secondary
umls:C0011436	Dentinogenesis Imperfecta	D003811	Dentinogenesis Imperfecta
umls:C0011548	Dependent Personality Disorder	D003859	Dependent Personality Disorder
umls:C0011570	Mental Depression	D003863	Depression
umls:C0011573	Endogenous depression	D003866	Depressive Disorder
umls:C0011579	Reactive depression	D000275	Adjustment Disorders
umls:C0011581	Depressive disorder	D003866	Depressive Disorder
umls:C0011603	Dermatitis	D003872	Dermatitis
umls:C0011606	Exfoliative dermatitis	D003873	Dermatitis, Exfoliative
umls:C0011608	Dermatitis Herpetiformis	D003874	Dermatitis Herpetiformis
umls:C0011609	Drug Eruptions	D003875	Drug Eruptions
umls:C0011615	Dermatitis, Atopic	D003876	Dermatitis, Atopic
umls:C0011616	Contact Dermatitis	D003877	Dermatitis, Contact
umls:C0011630	Dermatomycoses	D003881	Dermatomycoses
umls:C0011633	Dermatomyositis	D003882	Dermatomyositis
umls:C0011644	Scleroderma	D012594	Scleroderma, Localized
umls:C0011645	Dermatosis Papulosa Nigra	C562379	Dermatosis Papulosa Nigra
umls:C0011649	Dermoid Cyst	D003884	Dermoid Cyst
umls:C0011757	Developmental Coordination Disorder	D019957	Motor Skills Disorders
umls:C0011813	Dextrocardia	D003914	Dextrocardia
umls:C0011848	Diabetes Insipidus	D003919	Diabetes Insipidus
umls:C0011849	Diabetes Mellitus	D003920	Diabetes Mellitus
umls:C0011853	Diabetes Mellitus, Experimental	D003921	Diabetes Mellitus, Experimental
umls:C0011854	Diabetes Mellitus, Insulin-Dependent	D003922	Diabetes Mellitus, Type 1
umls:C0011859	Lipoatrophic Diabetes Mellitus	D003923	Diabetes Mellitus, Lipoatrophic
umls:C0011860	Diabetes Mellitus, Non-Insulin-Dependent	D003924	Diabetes Mellitus, Type 2
umls:C0011875	Diabetic Angiopathies	D003925	Diabetic Angiopathies
umls:C0011880	Diabetic Ketoacidosis	D016883	Diabetic Ketoacidosis
umls:C0011881	Diabetic Nephropathy	D003928	Diabetic Nephropathies
umls:C0011882	Diabetic Neuropathies	D003929	Diabetic Neuropathies
umls:C0011884	Diabetic Retinopathy	D003930	Diabetic Retinopathy
umls:C0011981	Diaphragmatic Eventration	D003965	Diaphragmatic Eventration
umls:C0011989	Camurati-Engelmann Syndrome	D003966	Camurati-Engelmann Syndrome
umls:C0011991	Diarrhea	D003967	Diarrhea
umls:C0011992	Infantile Diarrhea	D003968	Diarrhea, Infantile
umls:C0011993	Vipoma	D003969	Vipoma
umls:C0012236	DiGeorge Syndrome	D004062	DiGeorge Syndrome
umls:C0012242	Digestive System Disorders	D004066	Digestive System Diseases
umls:C0012243	Digestive System Neoplasms	D004067	Digestive System Neoplasms
umls:C0012359	Pathological Dilatation	D004108	Dilatation, Pathologic
umls:C0012546	Diphtheria	D004165	Diphtheria
umls:C0012628	Discrete Subaortic Stenosis	D021922	Discrete Subaortic Stenosis
umls:C0012691	Dislocations	D004204	Dislocations
umls:C0012715	Iron Metabolism Disorders	D019189	Iron Metabolism Disorders
umls:C0012734	Disruptive Behavior Disorder	D019958	Attention Deficit and Disruptive Behavior Disorders
umls:C0012739	Disseminated Intravascular Coagulation	D004211	Disseminated Intravascular Coagulation
umls:C0012746	Dissociative disorder	D004213	Dissociative Disorders
umls:C0012754	Distemper	D004216	Distemper
umls:C0012813	Diverticulitis	D004238	Diverticulitis
umls:C0012817	Diverticulum	D004240	Diverticulum
umls:C0012833	Dizziness	D004244	Dizziness
umls:C0012860	DNA Damage	D004249	DNA Damage
umls:C0013069	Double Outlet Right Ventricle	D004310	Double Outlet Right Ventricle
umls:C0013080	Down Syndrome	D004314	Down Syndrome
umls:C0013132	Drooling	D012798	Sialorrhea
umls:C0013144	Drowsiness	D012894	Sleep Stages
umls:C0013146	Drug abuse	D019966	Substance-Related Disorders
umls:C0013170	Drug habituation	D019966	Substance-Related Disorders
umls:C0013182	Drug Allergy	D004342	Drug Hypersensitivity
umls:C0013221	Drug toxicity	D064420	Drug-Related Side Effects and Adverse Reactions
umls:C0013222	Drug Use Disorders	D019966	Substance-Related Disorders
umls:C0013238	Dry Eye Syndromes	D015352	Dry Eye Syndromes
umls:C0013261	Duane Retraction Syndrome	D004370	Duane Retraction Syndrome
umls:C0013264	Muscular Dystrophy, Duchenne	D020388	Muscular Dystrophy, Duchenne
umls:C0013274	Patent ductus arteriosus	D004374	Ductus Arteriosus, Patent
umls:C0013289	Duodenal Diseases	D004378	Duodenal Diseases
umls:C0013291	Duodenal Neoplasms	D004379	Duodenal Neoplasms
umls:C0013295	Duodenal Ulcer	D004381	Duodenal Ulcer
umls:C0013298	Duodenitis	D004382	Duodenitis
umls:C0013312	Dupuytren Contracture	D004387	Dupuytren Contracture
umls:C0013336	Dwarfism	D004392	Dwarfism
umls:C0013338	Pituitary dwarfism	D004393	Dwarfism, Pituitary
umls:C0013362	Dysarthria	D004401	Dysarthria
umls:C0013363	Dysautonomia	D054969	Primary Dysautonomias
umls:C0013364	Dysautonomia, Familial	D004402	Dysautonomia, Familial
umls:C0013369	Dysentery	D004403	Dysentery
umls:C0013370	Amebic colitis	D004404	Dysentery, Amebic
umls:C0013371	Shigella Infections	D004405	Dysentery, Bacillary
umls:C0013374	Dysgammaglobulinemia	D004406	Dysgammaglobulinemia
umls:C0013377	Dysgerminoma	D004407	Dysgerminoma
umls:C0013384	Dyskinetic syndrome	D020820	Dyskinesias
umls:C0013386	Dyskinesia, Drug-Induced	D004409	Dyskinesia, Drug-Induced
umls:C0013388	Dyslexia, Acquired	D004411	Dyslexia, Acquired
umls:C0013390	Dysmenorrhea	D004412	Dysmenorrhea
umls:C0013393	Dysostoses	D004413	Dysostoses
umls:C0013395	Dyspepsia	D004415	Dyspepsia
umls:C0013403	Dysplastic Nevus Syndrome	D004416	Dysplastic Nevus Syndrome
umls:C0013404	Dyspnea	D004417	Dyspnea
umls:C0013405	Dyspnea, Paroxysmal	D004418	Dyspnea, Paroxysmal
umls:C0013415	Dysthymic Disorder	D019263	Dysthymic Disorder
umls:C0013421	Dystonia	D004421	Dystonia
umls:C0013423	Dystonia Musculorum Deformans	D004422	Dystonia Musculorum Deformans
umls:C0013447	Ear Diseases	D004427	Ear Diseases
umls:C0013481	Ebstein Anomaly	D004437	Ebstein Anomaly
umls:C0013502	Echinococcosis	D004443	Echinococcosis
umls:C0013504	Echinococcosis, Hepatic	D004444	Echinococcosis, Hepatic
umls:C0013533	Echovirus Infections	D004457	Echovirus Infections
umls:C0013537	Eclampsia	D004461	Eclampsia
umls:C0013570	Ecthyma, Contagious	D004474	Ecthyma, Contagious
umls:C0013575	Ectodermal Dysplasia	D004476	Ectodermal Dysplasia
umls:C0013581	Ectopia Lentis	D004479	Ectopia Lentis
umls:C0013589	Ectromelia	D004480	Ectromelia
umls:C0013592	Ectropion	D004483	Ectropion
umls:C0013595	Eczema	D004485	Eczema
umls:C0013604	Edema	D004487	Edema
umls:C0013608	Edema, Cardiac	D004489	Edema, Cardiac
umls:C0013720	Ehlers-Danlos Syndrome	D004535	Ehlers-Danlos Syndrome
umls:C0013743	Eisenmenger Complex	D004541	Eisenmenger Complex
umls:C0013882	Elephantiasis	D004604	Elephantiasis
umls:C0013884	Filarial Elephantiases	D004605	Elephantiasis, Filarial
umls:C0013902	Elliptocytosis, Hereditary	D004612	Elliptocytosis, Hereditary
umls:C0013903	Ellis-Van Creveld Syndrome	D004613	Ellis-Van Creveld Syndrome
umls:C0013903	Ellis-Van Creveld Syndrome	C538472	Mesoectodermal dysplasia
umls:C0013911	Emaciation	D004614	Emaciation
umls:C0013922	Embolism	D004617	Embolism
umls:C0013930	Embolism, Tumor	D009360	Neoplastic Cells, Circulating
umls:C0013949	Embryopathies	D005315	Fetal Diseases
umls:C0013985	Emotional Disturbances	D000342	Affective Symptoms
umls:C0013990	Pathological accumulation of air in tissues	D004646	Emphysema
umls:C0014008	Empty Sella Syndrome	D004652	Empty Sella Syndrome
umls:C0014009	Empyema	D004653	Empyema
umls:C0014013	Empyema, Pleural	D016724	Empyema, Pleural
umls:C0014038	Encephalitis	D004660	Encephalitis
umls:C0014057	Japanese Encephalitis	D004672	Encephalitis, Japanese
umls:C0014059	Encephalomyelitis, Acute Disseminated	D004673	Encephalomyelitis, Acute Disseminated
umls:C0014061	Tick-Borne Encephalitis	D004675	Encephalitis, Tick-Borne
umls:C0014065	Congenital cerebral hernia	D004677	Encephalocele
umls:C0014067	Occipital Encephalocele	D004677	Encephalocele
umls:C0014068	Encephalomalacia	D004678	Encephalomalacia
umls:C0014070	Encephalomyelitis	D004679	Encephalomyelitis
umls:C0014072	Experimental Autoimmune Encephalomyelitis	D004681	Encephalomyelitis, Autoimmune, Experimental
umls:C0014077	Leukoencephalitis, Acute Hemorrhagic	D004684	Leukoencephalitis, Acute Hemorrhagic
umls:C0014078	Venezuelan equine encephalomyelitis	D004685	Encephalomyelitis, Venezuelan Equine
umls:C0014084	Enchondromatosis	D004687	Enchondromatosis
umls:C0014116	Endocardial Cushion Defects	D004694	Endocardial Cushion Defects
umls:C0014117	Endocardial Fibroelastosis	D004695	Endocardial Fibroelastosis
umls:C0014118	Endocarditis	D004696	Endocarditis
umls:C0014121	Bacterial Endocarditis	D004697	Endocarditis, Bacterial
umls:C0014122	Subacute Bacterial Endocarditis	D004698	Endocarditis, Subacute Bacterial
umls:C0014130	Endocrine System Diseases	D004700	Endocrine System Diseases
umls:C0014132	Endocrine Gland Neoplasms	D004701	Endocrine Gland Neoplasms
umls:C0014145	Yolk Sac Tumor	D018240	Endodermal Sinus Tumor
umls:C0014170	Endometrial Neoplasms	D016889	Endometrial Neoplasms
umls:C0014173	Endometrial Hyperplasia	D004714	Endometrial Hyperplasia
umls:C0014175	Endometriosis	D004715	Endometriosis
umls:C0014179	Endometritis	D004716	Endometritis
umls:C0014236	Endophthalmitis	D009877	Endophthalmitis
umls:C0014324	Entamoebiasis	D004749	Entamoebiasis
umls:C0014335	Enteritis	D004751	Enteritis
umls:C0014347	Enterobacteriaceae Infections	D004756	Enterobacteriaceae Infections
umls:C0014356	Enterocolitis	D004760	Enterocolitis
umls:C0014358	Enterocolitis, Pseudomembranous	D004761	Enterocolitis, Pseudomembranous
umls:C0014378	Enterovirus Infections	D004769	Enterovirus Infections
umls:C0014394	Enuresis	D004775	Enuresis
umls:C0014457	Eosinophilia	D004802	Eosinophilia
umls:C0014458	Eosinophilia, Tropical	D004802	Eosinophilia
umls:C0014474	Ependymoma	D004806	Ependymoma
